ticket_id,customer_id,issue_type,resolution_time_hours,satisfaction_score
TICK012653,CUST000169,Late Delivery,43,5
TICK012654,CUST000249,Wrong Item,99,2
TICK012655,CUST022809,Wrong Item,79,3
TICK012656,CUST008681,Damaged Product,90,2
TICK012657,CUST026015,Damaged Product,68,2
TICK012658,CUST011398,Payment Issue,96,4
TICK012659,CUST021126,Late Delivery,50,3
TICK012660,CUST044338,Damaged Product,95,4
TICK012661,CUST049900,Damaged Product,106,1
TICK012662,CUST039578,Wrong Item,40,4
TICK012663,CUST010667,Damaged Product,58,1
TICK012664,CUST010380,Payment Issue,5,2
TICK012665,CUST034679,Payment Issue,96,5
TICK012666,CUST029329,Late Delivery,83,1
TICK012667,CUST010894,Payment Issue,68,3
TICK012668,CUST002441,Refund,72,3
TICK012669,CUST016692,Refund,90,1
TICK012670,CUST043411,Damaged Product,70,4
TICK012671,CUST046787,Wrong Item,71,5
TICK012672,CUST030106,Refund,67,5
TICK012673,CUST028710,Wrong Item,68,2
TICK012674,CUST017719,Payment Issue,107,2
TICK012675,CUST011113,Damaged Product,89,4
TICK012676,CUST014196,Payment Issue,88,4
TICK012677,CUST002187,Wrong Item,47,4
TICK012678,CUST030838,Refund,57,5
TICK012679,CUST000506,Wrong Item,60,3
TICK012680,CUST031119,Wrong Item,48,4
TICK012681,CUST023946,Wrong Item,88,4
TICK012682,CUST048668,Wrong Item,88,4
TICK012683,CUST031787,Refund,54,1
TICK012684,CUST001476,Wrong Item,50,3
TICK012685,CUST030477,Wrong Item,102,3
TICK012686,CUST000012,Late Delivery,31,2
TICK012687,CUST027657,Refund,62,3
TICK012688,CUST048745,Refund,112,3
TICK012689,CUST047321,Payment Issue,37,3
TICK012690,CUST011072,Damaged Product,51,3
TICK012691,CUST037936,Wrong Item,44,2
TICK012692,CUST043054,Refund,3,3
TICK012693,CUST011542,Refund,112,5
TICK012694,CUST043092,Late Delivery,48,5
TICK012695,CUST046508,Late Delivery,42,4
TICK012696,CUST001957,Wrong Item,24,4
TICK012697,CUST041199,Wrong Item,70,3
TICK012698,CUST028955,Refund,92,3
TICK012699,CUST017910,Payment Issue,51,4
TICK012700,CUST020490,Refund,18,4
TICK012701,CUST045813,Damaged Product,75,2
TICK012702,CUST013364,Late Delivery,14,4
TICK012703,CUST046365,Refund,18,1
TICK012704,CUST004878,Wrong Item,20,5
TICK012705,CUST003623,Wrong Item,105,2
TICK012706,CUST040963,Wrong Item,46,2
TICK012707,CUST021834,Refund,3,4
TICK012708,CUST049789,Damaged Product,110,4
TICK012709,CUST048226,Payment Issue,114,3
TICK012710,CUST002584,Late Delivery,118,4
TICK012711,CUST048073,Late Delivery,53,4
TICK012712,CUST005855,Wrong Item,87,5
TICK012713,CUST000753,Wrong Item,48,5
TICK012714,CUST019182,Wrong Item,81,5
TICK012715,CUST026721,Wrong Item,6,2
TICK012716,CUST036932,Wrong Item,80,1
TICK012717,CUST000556,Payment Issue,85,4
TICK012718,CUST023078,Late Delivery,98,5
TICK012719,CUST004756,Refund,88,2
TICK012720,CUST017467,Wrong Item,69,5
TICK012721,CUST036002,Late Delivery,70,3
TICK012722,CUST025909,Refund,18,4
TICK012723,CUST009895,Wrong Item,10,5
TICK012724,CUST015709,Payment Issue,79,1
TICK012725,CUST044637,Wrong Item,3,3
TICK012726,CUST031736,Damaged Product,39,2
TICK012727,CUST043883,Payment Issue,97,4
TICK012728,CUST004614,Payment Issue,20,1
TICK012729,CUST030661,Refund,21,1
TICK012730,CUST037442,Damaged Product,82,4
TICK012731,CUST000345,Payment Issue,79,4
TICK012732,CUST035849,Refund,101,5
TICK012733,CUST034718,Refund,12,2
TICK012734,CUST028347,Late Delivery,93,5
TICK012735,CUST008754,Damaged Product,56,5
TICK012736,CUST004553,Payment Issue,86,4
TICK012737,CUST039903,Late Delivery,21,2
TICK012738,CUST044076,Wrong Item,113,1
TICK012739,CUST034715,Damaged Product,69,3
TICK012740,CUST034924,Refund,53,4
TICK012741,CUST049035,Refund,54,4
TICK012742,CUST024489,Damaged Product,99,4
TICK012743,CUST031743,Wrong Item,25,4
TICK012744,CUST022261,Refund,12,2
TICK012745,CUST030773,Payment Issue,79,4
TICK012746,CUST007477,Refund,28,4
TICK012747,CUST022432,Payment Issue,40,3
TICK012748,CUST045258,Late Delivery,94,4
TICK012749,CUST015722,Damaged Product,7,2
TICK012750,CUST023840,Damaged Product,48,2
TICK012751,CUST008192,Refund,102,5
TICK012752,CUST048425,Late Delivery,53,4
TICK012753,CUST031573,Refund,23,5
TICK012754,CUST026433,Wrong Item,6,5
TICK012755,CUST047985,Late Delivery,69,4
TICK012756,CUST043473,Payment Issue,7,4
TICK012757,CUST019904,Damaged Product,21,4
TICK012758,CUST032353,Damaged Product,17,5
TICK012759,CUST027780,Late Delivery,107,2
TICK012760,CUST014269,Wrong Item,76,4
TICK012761,CUST002016,Payment Issue,103,1
TICK012762,CUST003692,Damaged Product,47,1
TICK012763,CUST014850,Late Delivery,20,3
TICK012764,CUST036987,Refund,50,3
TICK012765,CUST036182,Damaged Product,67,3
TICK012766,CUST013167,Refund,76,4
TICK012767,CUST029776,Late Delivery,119,1
TICK012768,CUST014233,Payment Issue,110,5
TICK012769,CUST017644,Wrong Item,80,4
TICK012770,CUST033904,Wrong Item,45,3
TICK012771,CUST014473,Wrong Item,2,4
TICK012772,CUST004127,Refund,97,5
TICK012773,CUST006557,Payment Issue,34,5
TICK012774,CUST040324,Payment Issue,98,5
TICK012775,CUST032703,Wrong Item,70,3
TICK012776,CUST030327,Late Delivery,119,5
TICK012777,CUST041385,Refund,115,4
TICK012778,CUST029189,Payment Issue,50,1
TICK012779,CUST044127,Refund,109,1
TICK012780,CUST034129,Payment Issue,15,3
TICK012781,CUST018791,Payment Issue,60,3
TICK012782,CUST038502,Payment Issue,117,4
TICK012783,CUST022096,Payment Issue,42,4
TICK012784,CUST039227,Wrong Item,75,3
TICK012785,CUST049314,Wrong Item,47,1
TICK012786,CUST034079,Damaged Product,118,4
TICK012787,CUST044559,Wrong Item,64,1
TICK012788,CUST025929,Refund,118,1
TICK012789,CUST026915,Wrong Item,24,5
TICK012790,CUST023467,Refund,77,4
TICK012791,CUST015997,Damaged Product,16,5
TICK012792,CUST042131,Damaged Product,100,2
TICK012793,CUST045379,Wrong Item,27,1
TICK012794,CUST037581,Payment Issue,29,1
TICK012795,CUST049283,Payment Issue,77,1
TICK012796,CUST038057,Wrong Item,85,5
TICK012797,CUST001043,Late Delivery,69,5
TICK012798,CUST004233,Damaged Product,51,2
TICK012799,CUST020279,Refund,115,1
TICK012800,CUST048557,Wrong Item,46,1
TICK012801,CUST027453,Damaged Product,52,4
TICK012802,CUST038494,Damaged Product,69,5
TICK012803,CUST000175,Late Delivery,50,5
TICK012804,CUST045989,Damaged Product,110,2
TICK012805,CUST020514,Late Delivery,65,3
TICK012806,CUST003276,Wrong Item,83,5
TICK012807,CUST005939,Refund,30,2
TICK012808,CUST015645,Payment Issue,46,4
TICK012809,CUST019521,Refund,56,1
TICK012810,CUST021049,Wrong Item,37,3
TICK012811,CUST022917,Payment Issue,42,2
TICK012812,CUST045690,Damaged Product,59,3
TICK012813,CUST038612,Payment Issue,83,3
TICK012814,CUST022281,Damaged Product,119,4
TICK012815,CUST004038,Wrong Item,113,5
TICK012816,CUST046712,Wrong Item,8,5
TICK012817,CUST003769,Damaged Product,29,5
TICK012818,CUST011551,Damaged Product,60,4
TICK012819,CUST011528,Refund,39,2
TICK012820,CUST045886,Late Delivery,79,5
TICK012821,CUST033243,Wrong Item,95,3
TICK012822,CUST022032,Damaged Product,53,1
TICK012823,CUST039760,Refund,100,3
TICK012824,CUST012595,Payment Issue,26,2
TICK012825,CUST029034,Damaged Product,46,3
TICK012826,CUST044877,Wrong Item,63,1
TICK012827,CUST037343,Wrong Item,42,5
TICK012828,CUST035840,Late Delivery,46,3
TICK012829,CUST013471,Wrong Item,41,2
TICK012830,CUST025134,Wrong Item,24,3
TICK012831,CUST043534,Wrong Item,117,3
TICK012832,CUST005972,Payment Issue,106,1
TICK012833,CUST038016,Wrong Item,95,2
TICK012834,CUST000843,Damaged Product,115,5
TICK012835,CUST032205,Refund,79,3
TICK012836,CUST046441,Refund,74,1
TICK012837,CUST021666,Wrong Item,82,2
TICK012838,CUST004710,Wrong Item,30,1
TICK012839,CUST009064,Wrong Item,114,1
TICK012840,CUST026660,Payment Issue,53,4
TICK012841,CUST042575,Late Delivery,115,3
TICK012842,CUST005143,Late Delivery,62,2
TICK012843,CUST008739,Payment Issue,3,1
TICK012844,CUST003622,Wrong Item,52,5
TICK012845,CUST042301,Refund,43,1
TICK012846,CUST007874,Late Delivery,20,3
TICK012847,CUST049391,Late Delivery,50,5
TICK012848,CUST040850,Payment Issue,31,5
TICK012849,CUST027114,Refund,40,4
TICK012850,CUST045718,Payment Issue,100,5
TICK012851,CUST047573,Refund,50,2
TICK012852,CUST006660,Damaged Product,103,5
TICK012853,CUST026767,Wrong Item,68,4
TICK012854,CUST027453,Refund,101,4
TICK012855,CUST029984,Wrong Item,41,4
TICK012856,CUST031656,Payment Issue,110,4
TICK012857,CUST039444,Wrong Item,40,2
TICK012858,CUST037204,Payment Issue,80,3
TICK012859,CUST031572,Wrong Item,113,4
TICK012860,CUST024291,Late Delivery,66,4
TICK012861,CUST030716,Payment Issue,109,4
TICK012862,CUST027953,Late Delivery,15,1
TICK012863,CUST006430,Refund,77,3
TICK012864,CUST041307,Refund,116,1
TICK012865,CUST001686,Wrong Item,41,1
TICK012866,CUST039531,Refund,16,5
TICK012867,CUST003404,Damaged Product,112,2
TICK012868,CUST031487,Payment Issue,42,5
TICK012869,CUST033905,Wrong Item,66,2
TICK012870,CUST048165,Late Delivery,74,3
TICK012871,CUST011353,Wrong Item,37,3
TICK012872,CUST041584,Wrong Item,62,3
TICK012873,CUST016297,Late Delivery,60,2
TICK012874,CUST006818,Payment Issue,45,1
TICK012875,CUST047976,Refund,1,1
TICK012876,CUST038968,Late Delivery,40,1
TICK012877,CUST003276,Wrong Item,59,3
TICK012878,CUST014222,Payment Issue,35,4
TICK012879,CUST041938,Refund,63,2
TICK012880,CUST002433,Refund,12,1
TICK012881,CUST035704,Refund,112,5
TICK012882,CUST020105,Refund,25,4
TICK012883,CUST049922,Payment Issue,101,2
TICK012884,CUST039876,Refund,74,2
TICK012885,CUST013010,Damaged Product,63,5
TICK012886,CUST033963,Late Delivery,53,1
TICK012887,CUST009186,Wrong Item,27,1
TICK012888,CUST024536,Wrong Item,37,3
TICK012889,CUST018878,Late Delivery,58,5
TICK012890,CUST040345,Payment Issue,22,3
TICK012891,CUST033287,Wrong Item,12,2
TICK012892,CUST041431,Wrong Item,51,1
TICK012893,CUST040741,Damaged Product,4,4
TICK012894,CUST048183,Payment Issue,2,4
TICK012895,CUST037346,Wrong Item,54,4
TICK012896,CUST024421,Late Delivery,101,2
TICK012897,CUST032828,Payment Issue,17,3
TICK012898,CUST047720,Damaged Product,48,2
TICK012899,CUST002544,Wrong Item,104,1
TICK012900,CUST048099,Refund,14,3
TICK012901,CUST019689,Refund,47,3
TICK012902,CUST009528,Refund,45,2
TICK012903,CUST024209,Wrong Item,68,2
TICK012904,CUST015058,Damaged Product,67,3
TICK012905,CUST026268,Payment Issue,83,3
TICK012906,CUST040747,Wrong Item,28,2
TICK012907,CUST040360,Late Delivery,116,5
TICK012908,CUST010595,Payment Issue,110,3
TICK012909,CUST039296,Wrong Item,12,5
TICK012910,CUST012623,Wrong Item,39,2
TICK012911,CUST037798,Wrong Item,7,2
TICK012912,CUST045387,Wrong Item,90,2
TICK012913,CUST010324,Late Delivery,75,3
TICK012914,CUST043069,Refund,116,2
TICK012915,CUST031381,Late Delivery,91,4
TICK012916,CUST034396,Payment Issue,45,4
TICK012917,CUST004480,Damaged Product,101,2
TICK012918,CUST009870,Late Delivery,73,5
TICK012919,CUST042531,Payment Issue,4,1
TICK012920,CUST040216,Refund,90,2
TICK012921,CUST023267,Refund,62,3
TICK012922,CUST041954,Wrong Item,95,1
TICK012923,CUST006928,Refund,57,2
TICK012924,CUST037195,Late Delivery,60,3
TICK012925,CUST009617,Payment Issue,33,1
TICK012926,CUST042164,Refund,13,1
TICK012927,CUST036726,Wrong Item,76,5
TICK012928,CUST043609,Refund,36,2
TICK012929,CUST022493,Late Delivery,24,1
TICK012930,CUST012943,Late Delivery,60,5
TICK012931,CUST046178,Payment Issue,114,5
TICK012932,CUST037690,Refund,39,4
TICK012933,CUST019097,Late Delivery,5,2
TICK012934,CUST027959,Late Delivery,47,1
TICK012935,CUST047635,Damaged Product,56,1
TICK012936,CUST010361,Payment Issue,92,3
TICK012937,CUST043819,Refund,83,3
TICK012938,CUST039312,Damaged Product,115,2
TICK012939,CUST028920,Damaged Product,4,3
TICK012940,CUST049275,Payment Issue,100,1
TICK012941,CUST017640,Late Delivery,114,3
TICK012942,CUST014326,Refund,6,5
TICK012943,CUST028997,Late Delivery,11,5
TICK012944,CUST016280,Late Delivery,98,5
TICK012945,CUST022788,Refund,51,5
TICK012946,CUST016904,Refund,115,4
TICK012947,CUST042367,Damaged Product,18,5
TICK012948,CUST025775,Damaged Product,39,4
TICK012949,CUST010842,Wrong Item,105,3
TICK012950,CUST032295,Payment Issue,93,3
TICK012951,CUST031046,Damaged Product,85,1
TICK012952,CUST037461,Late Delivery,94,1
TICK012953,CUST031179,Payment Issue,70,5
TICK012954,CUST045674,Payment Issue,30,5
TICK012955,CUST039324,Damaged Product,12,2
TICK012956,CUST031636,Damaged Product,61,3
TICK012957,CUST049465,Refund,116,4
TICK012958,CUST027749,Damaged Product,71,3
TICK012959,CUST033592,Damaged Product,97,3
TICK012960,CUST035257,Payment Issue,53,3
TICK012961,CUST033414,Damaged Product,94,3
TICK012962,CUST030720,Damaged Product,62,3
TICK012963,CUST024741,Refund,92,4
TICK012964,CUST015925,Payment Issue,115,1
TICK012965,CUST015470,Payment Issue,42,2
TICK012966,CUST004582,Late Delivery,43,3
TICK012967,CUST040599,Wrong Item,41,1
TICK012968,CUST015725,Wrong Item,108,5
TICK012969,CUST021819,Refund,94,5
TICK012970,CUST016338,Wrong Item,37,4
TICK012971,CUST023171,Payment Issue,16,2
TICK012972,CUST010273,Refund,87,3
TICK012973,CUST018664,Payment Issue,89,2
TICK012974,CUST037141,Wrong Item,30,4
TICK012975,CUST005935,Refund,16,4
TICK012976,CUST044699,Damaged Product,16,1
TICK012977,CUST028325,Wrong Item,26,1
TICK012978,CUST017336,Payment Issue,44,4
TICK012979,CUST009013,Wrong Item,108,3
TICK012980,CUST008268,Damaged Product,6,2
TICK012981,CUST035010,Payment Issue,74,4
TICK012982,CUST005177,Late Delivery,53,1
TICK012983,CUST049889,Damaged Product,53,3
TICK012984,CUST036333,Damaged Product,67,3
TICK012985,CUST019140,Payment Issue,58,4
TICK012986,CUST037304,Payment Issue,113,5
TICK012987,CUST037200,Damaged Product,114,3
TICK012988,CUST017027,Payment Issue,7,1
TICK012989,CUST019936,Refund,89,2
TICK012990,CUST003976,Refund,118,1
TICK012991,CUST008018,Wrong Item,31,2
TICK012992,CUST002566,Damaged Product,53,5
TICK012993,CUST049891,Payment Issue,87,2
TICK012994,CUST002552,Refund,87,4
TICK012995,CUST029924,Refund,109,2
TICK012996,CUST016131,Wrong Item,75,4
TICK012997,CUST018475,Late Delivery,77,2
TICK012998,CUST010319,Refund,5,3
TICK012999,CUST045695,Payment Issue,32,5
TICK013000,CUST028436,Wrong Item,42,2
TICK013001,CUST048639,Wrong Item,66,3
TICK013002,CUST044247,Payment Issue,60,4
TICK013003,CUST002060,Damaged Product,49,4
TICK013004,CUST018715,Refund,89,4
TICK013005,CUST018306,Payment Issue,63,3
TICK013006,CUST011270,Damaged Product,51,3
TICK013007,CUST042704,Damaged Product,56,2
TICK013008,CUST008354,Wrong Item,68,5
TICK013009,CUST038950,Wrong Item,74,2
TICK013010,CUST006169,Payment Issue,87,3
TICK013011,CUST035166,Wrong Item,69,2
TICK013012,CUST022173,Refund,5,4
TICK013013,CUST019935,Wrong Item,28,2
TICK013014,CUST036088,Damaged Product,54,3
TICK013015,CUST042569,Payment Issue,3,2
TICK013016,CUST031165,Payment Issue,5,1
TICK013017,CUST033560,Refund,54,2
TICK013018,CUST000888,Refund,104,5
TICK013019,CUST031689,Payment Issue,107,3
TICK013020,CUST042261,Late Delivery,89,2
TICK013021,CUST029487,Damaged Product,40,5
TICK013022,CUST009691,Wrong Item,109,4
TICK013023,CUST007600,Late Delivery,96,5
TICK013024,CUST016426,Payment Issue,36,1
TICK013025,CUST049228,Payment Issue,44,3
TICK013026,CUST045173,Refund,35,4
TICK013027,CUST041594,Refund,4,3
TICK013028,CUST004245,Payment Issue,63,2
TICK013029,CUST026883,Late Delivery,33,1
TICK013030,CUST043497,Damaged Product,78,2
TICK013031,CUST012574,Damaged Product,84,1
TICK013032,CUST041861,Late Delivery,10,3
TICK013033,CUST010138,Wrong Item,86,3
TICK013034,CUST012982,Damaged Product,25,1
TICK013035,CUST009104,Damaged Product,48,5
TICK013036,CUST025926,Wrong Item,15,2
TICK013037,CUST031922,Damaged Product,56,2
TICK013038,CUST027285,Wrong Item,83,1
TICK013039,CUST039056,Payment Issue,53,3
TICK013040,CUST039743,Payment Issue,71,5
TICK013041,CUST047707,Wrong Item,33,4
TICK013042,CUST033080,Payment Issue,13,3
TICK013043,CUST039548,Wrong Item,1,2
TICK013044,CUST047142,Refund,113,5
TICK013045,CUST049429,Wrong Item,110,4
TICK013046,CUST002338,Wrong Item,110,5
TICK013047,CUST034155,Refund,84,2
TICK013048,CUST020243,Damaged Product,77,2
TICK013049,CUST003733,Payment Issue,26,5
TICK013050,CUST048480,Refund,59,2
TICK013051,CUST001759,Damaged Product,37,5
TICK013052,CUST008386,Payment Issue,93,5
TICK013053,CUST012168,Wrong Item,34,4
TICK013054,CUST047727,Wrong Item,20,4
TICK013055,CUST037559,Wrong Item,90,3
TICK013056,CUST028483,Late Delivery,2,3
TICK013057,CUST029018,Wrong Item,31,1
TICK013058,CUST012672,Payment Issue,43,4
TICK013059,CUST025199,Damaged Product,92,1
TICK013060,CUST047093,Refund,53,1
TICK013061,CUST029107,Payment Issue,5,4
TICK013062,CUST038946,Payment Issue,85,3
TICK013063,CUST009608,Refund,14,1
TICK013064,CUST001410,Wrong Item,13,1
TICK013065,CUST021998,Late Delivery,86,5
TICK013066,CUST044953,Refund,15,1
TICK013067,CUST025323,Wrong Item,78,4
TICK013068,CUST033065,Wrong Item,111,1
TICK013069,CUST014509,Late Delivery,104,4
TICK013070,CUST011018,Payment Issue,43,3
TICK013071,CUST003187,Wrong Item,63,3
TICK013072,CUST032800,Payment Issue,34,5
TICK013073,CUST012185,Refund,2,3
TICK013074,CUST009092,Wrong Item,13,3
TICK013075,CUST003364,Refund,2,5
TICK013076,CUST045328,Payment Issue,30,1
TICK013077,CUST041148,Refund,17,1
TICK013078,CUST034497,Refund,32,3
TICK013079,CUST043862,Refund,26,4
TICK013080,CUST017893,Payment Issue,61,4
TICK013081,CUST042134,Damaged Product,58,4
TICK013082,CUST015682,Wrong Item,61,4
TICK013083,CUST049669,Refund,87,5
TICK013084,CUST049177,Wrong Item,92,1
TICK013085,CUST040223,Payment Issue,89,1
TICK013086,CUST041411,Refund,95,4
TICK013087,CUST049528,Refund,26,1
TICK013088,CUST044688,Wrong Item,54,5
TICK013089,CUST043519,Late Delivery,50,5
TICK013090,CUST048327,Damaged Product,76,1
TICK013091,CUST004375,Payment Issue,92,1
TICK013092,CUST046858,Late Delivery,86,2
TICK013093,CUST036387,Wrong Item,3,3
TICK013094,CUST002694,Wrong Item,62,4
TICK013095,CUST034045,Damaged Product,86,3
TICK013096,CUST035166,Late Delivery,115,3
TICK013097,CUST016917,Payment Issue,40,4
TICK013098,CUST034851,Late Delivery,77,4
TICK013099,CUST049393,Wrong Item,32,4
TICK013100,CUST042581,Late Delivery,3,1
TICK013101,CUST002205,Damaged Product,61,2
TICK013102,CUST005848,Damaged Product,104,5
TICK013103,CUST027510,Refund,12,5
TICK013104,CUST010490,Refund,61,1
TICK013105,CUST035827,Damaged Product,91,5
TICK013106,CUST041094,Wrong Item,101,4
TICK013107,CUST005950,Payment Issue,100,4
TICK013108,CUST021720,Late Delivery,78,2
TICK013109,CUST023952,Late Delivery,45,3
TICK013110,CUST038924,Late Delivery,65,1
TICK013111,CUST040846,Damaged Product,32,3
TICK013112,CUST010636,Payment Issue,42,5
TICK013113,CUST035626,Refund,51,2
TICK013114,CUST048899,Refund,62,5
TICK013115,CUST025516,Payment Issue,46,5
TICK013116,CUST000760,Payment Issue,20,5
TICK013117,CUST044198,Wrong Item,116,1
TICK013118,CUST039093,Payment Issue,9,3
TICK013119,CUST001257,Payment Issue,41,1
TICK013120,CUST007233,Wrong Item,8,4
TICK013121,CUST025672,Payment Issue,47,2
TICK013122,CUST002456,Late Delivery,91,2
TICK013123,CUST011667,Damaged Product,48,4
TICK013124,CUST002262,Late Delivery,33,2
TICK013125,CUST049989,Late Delivery,107,1
TICK013126,CUST023586,Payment Issue,79,1
TICK013127,CUST014104,Damaged Product,48,2
TICK013128,CUST035826,Wrong Item,86,5
TICK013129,CUST031336,Refund,100,5
TICK013130,CUST036145,Payment Issue,49,2
TICK013131,CUST045099,Late Delivery,52,1
TICK013132,CUST018584,Wrong Item,28,2
TICK013133,CUST046551,Refund,101,2
TICK013134,CUST031852,Late Delivery,42,1
TICK013135,CUST012158,Damaged Product,64,5
TICK013136,CUST035757,Late Delivery,32,1
TICK013137,CUST041773,Late Delivery,44,5
TICK013138,CUST018475,Late Delivery,54,1
TICK013139,CUST010512,Payment Issue,4,3
TICK013140,CUST040683,Wrong Item,84,1
TICK013141,CUST002947,Damaged Product,38,1
TICK013142,CUST047836,Damaged Product,101,4
TICK013143,CUST004919,Damaged Product,109,4
TICK013144,CUST049038,Wrong Item,52,4
TICK013145,CUST036599,Refund,46,5
TICK013146,CUST028202,Refund,67,5
TICK013147,CUST024046,Wrong Item,70,3
TICK013148,CUST015893,Wrong Item,23,3
TICK013149,CUST010836,Refund,38,3
TICK013150,CUST015219,Wrong Item,53,3
TICK013151,CUST044092,Refund,96,1
TICK013152,CUST001383,Payment Issue,47,5
TICK013153,CUST025055,Payment Issue,99,3
TICK013154,CUST048784,Refund,119,4
TICK013155,CUST032576,Wrong Item,98,3
TICK013156,CUST040266,Refund,88,3
TICK013157,CUST028768,Refund,104,1
TICK013158,CUST042871,Damaged Product,54,5
TICK013159,CUST043001,Wrong Item,44,2
TICK013160,CUST033442,Late Delivery,102,3
TICK013161,CUST033214,Refund,95,5
TICK013162,CUST026026,Refund,116,3
TICK013163,CUST032866,Late Delivery,65,1
TICK013164,CUST011638,Refund,37,2
TICK013165,CUST029898,Refund,112,3
TICK013166,CUST043967,Late Delivery,39,3
TICK013167,CUST002950,Wrong Item,100,3
TICK013168,CUST041138,Refund,91,3
TICK013169,CUST046733,Late Delivery,64,3
TICK013170,CUST024969,Late Delivery,49,2
TICK013171,CUST017265,Late Delivery,81,4
TICK013172,CUST015685,Damaged Product,8,4
TICK013173,CUST048570,Payment Issue,67,1
TICK013174,CUST008622,Payment Issue,70,1
